Stranica,Tekst
86,"<p>evo on hier ist er</p><p>evo ona hier ist sie</p><p>Riči od pitanja</p><p>zašto warum</p><p>zašto ne warum nicht?</p><p>kamo worzu?</p><p>kuda wo? wohin?</p><p>odkuda woher?</p><p>po čemu wodurch?</p><p>kako wie?</p><p>kako skupo wie theuer?</p><p>kako dugo, za koliko vrimena wie lang?</p><p>od koliko vrimena wie lang her?</p><p>do koliko vrimena bis wie lang</p>"
87,"<p>kada, u koje vrime wenn, auf welche Zeit?</p><p>što je, što was, was</p><p>nije ništa ist nichts</p><p>Riči od potvrdjenja</p><p>da, tako jest ja</p><p>zaisto jest für wahr, ja freylich</p><p>istinito gewiß</p><p>doisto istinito gewißlich</p><p>brez dvojne ohne Zweifel</p><p>brez sumnje ohnfehlbar</p><p>zašto ne warum nicht</p><p>uistinu inWahrheit</p><p>sigurno für gewiß, sicherlich</p><p>dobro wohl</p>"
88,"<p>vrlo dobro gar wohl</p><p>dragovolno gern</p><p>Riči od zatajanja</p><p>ni, nije, ne nein</p><p>baš nije gar nicht</p><p>nitko niemand, keiner</p><p>nigda niemals</p><p>ne mogu ich kann nicht</p><p>nije nicht</p><p>ne znam ich weiß nicht</p><p>ne vidim ich sehe nicht</p><p>Riči od dvojnosti</p><p>morebit, zar vielleicht</p><p>ako wenn, sofern, ob</p><p>nenadno ungefähr</p><p>ako je tako so den also ist</p><p>ako je istina wenn es wahr ist</p>"
89,"<p>po događaju zufälliger Weise</p><p>po sreći, na dobru sreću auf gutes Glück</p><p>R. od prilikovanja</p><p>također gleichwie, gleichfalls</p><p>svejednako eben also</p><p>tako also</p><p>kako wie, oder als</p><p>tako isto gleichfalls</p><p>po isti način gleicherweise</p><p>ni veće ni manje weder mehr, noch weniger</p><p>R. od skupljenja i razdilenja</p><p>zajedno zusammen, mit einander</p>"
90,"<p>najedanput, u jedno vrime zugleich, auf einmahl</p><p>podpuno, svesebice überhaupt</p><p>uopćenu insgemein</p><p>svuda überall</p><p>do konca gänzlich</p><p>jošt, jošter noch</p><p>osebi, posebi, na strani auf die Seiten, besonders</p><p>osobito absonderlich</p><p>sve do male mrvice ganz und gar</p><p>svaki posebi jeder allein</p><p>da, i auch</p><p>istom, samo nur, allein</p><p>drugojačje sonsten</p><p>poimence namentlich</p><p>oči na oči zwischen vier Augen</p>"
91,"<p>KNJIGA TREĆA</p><p>Od riječi koje se pridstavljaju prid imenih</p><p>zarad, zato wegen</p><p>na oči ili prid in Ansehung</p><p>priko, napriko querdurch, überzwerch</p><p>okolo umher</p><p>iznutra inwendig, innerhalb</p><p>izvana auswendig, auserhalb</p><p>namisto an statt</p><p>blizu, ondi nahe dabey</p><p>na spodobi in Vergleichung</p><p>na pogledu, prid in Gegenwart</p>"
92,"<p>davno, odavna längst</p><p>k zu, nach</p><p>po durch</p><p>u, na in, zu, zur</p><p>i und</p><p>od von</p><p>s ili z mit</p><p>za um, für</p><p>pod unter</p><p>nad über, oben, auf</p><p>med zwischen, unter</p><p>kod bey</p><p>brez ohne</p><p>da daß, als</p><p>kako gleichwie</p><p>kako i wie auch</p><p>ali aber, sondern, nun</p><p>da li oder aber</p><p>ili, jali oder, entweder</p>"
93,"<p>jer, jerbo denn</p><p>da ne auf das nicht</p><p>da tako, da s tim auf daß, so daß</p><p>tako kako so wie</p><p>i k tomu und dazu</p><p> ne samo nicht allein</p><p>nego i sondern auch</p><p>jest da ja auch, sogar</p><p>to jest nemlich</p><p>neka bude es sey</p><p>svrhu toga ferner, über das</p><p>ako ob, wenn</p><p>prem ako obschon</p><p>premda obgleich, wiewohl</p><p>budući weil, dieweil, alldieweil, indem</p><p>i najposli, ipak endlich</p><p>prvo toga, prvo nego ehedem</p>"
94,"<p>ako ne wo nicht</p><p>ako će, neka je es sey denn</p><p>istom nur</p><p>ako istom wenn nur, dafern</p><p>da istom daß nur</p><p>pak ako je wenn auch</p><p>pak da bi i bilo es wäre dann</p><p>dok bis</p><p>dok ne bis das</p><p>morebit vielleicht</p><p>morebit ako wenn vielleicht</p><p>osim, izvan ausgenommen</p><p>dakle also</p><p>ako Bog dade, ako bude Bogu ugodno, ako bude Božja volja</p><p>wenn es Gott giebt, wenn es Gott gefällt, geliebt es Gott, wenn Gottes Willen wird</p>"
95,"<p>Riči osobite od okripljenja</p><p>nut de, hajde de, živo, živo de nun, nun, lustig</p><p>Od žalosti</p><p>Haj, haj tužan! o weh</p><p>Ah, da teške tuge! Nevolje! Žalosti! ey was für Elend</p><p>Ah, jao i pomagaj! Jao meni! au weh</p><p>Od čudenja</p><p>Ha-ha! Da golema čuda! Ey, schau, schau</p><p>O, Bože sveti, veliki! großer Gott</p>"
96,"<p>Od mrznosti</p><p>Hu-hu! Pih! Kako, smerni! Pih, pogani! pfuy! pfuy! des Unflahts</p><p>Od iztiranja</p><p>Idi tamo! Ukloni se! Put! Put! Tovari, tovari!</p><p>Weg! Weicht!</p><p>Idi odtuda! Van odatle! packe dich hinaus, heraus hier</p><p>Čuješ li ti?! hört doch!</p><p>Deder se pazi! nehmet euch in acht!</p><p>Od zvanja</p><p>Hej! Čuješ, ti dijete! ey Jung!</p><p>Vatra, vatra! Feuer! Feuer!</p>"
97,"<p>Čuješ, ti divojko! hört Jungfer</p><p>Drži toga hrsuza! Halt den Dieb</p><p>Od zapovidanja</p><p>Smirom ti sidi! still!</p><p>Mučite vi! seyd still!</p><p>Pristani! höret auf!</p><p>ČETVRTA KNJIGA</p><p>Od riči uopćenu </p><p>i najprvo </p><p>Od nauka</p><p>učiti studiren, lernen</p><p>napamet učiti auswendig lernen</p><p>štiti lesen</p>"
98,"<p>pisati schreiben</p><p>podpisati unterschreiben</p><p>saviti, smotati zusammen legen</p><p>pečatiti pischiren</p><p>upisati nadpis die Ueberschrift schreiben</p><p>popraviti verbessern</p><p>pomrsiti, izbrisati auslöschen</p><p>pripisati übersetzen</p><p>započeti anfangen</p><p>naslidovati fortfahren</p><p>dovršiti zu Ende bringen</p><p>izgovoriti napamet hersagen</p><p>napraviti, načiniti machen</p><p>znati wissen</p><p>moći können</p><p>hotiti wollen</p>"
99,"<p>spomenuti se sich erinnern</p><p>zaboraviti vergessen</p><p>Od govorenja</p><p>izreći Aussprechen</p><p>izgovoriti vorbringen</p><p>govoriti ili reći Sagen</p><p>brblati Schwatzen, Plaudern</p><p>vikati Schreyen</p><p>usta otvoriti den Mund aufthun</p><p>usta zatvoriti den Mund zuthun</p><p>šutiti, mučati Schweigen</p><p>zvati, vikati Rufen</p><p>odzvati se, odgovoriti Antworten</p>"
100,"<p>Od jila i pića</p><p>žvakati Kauen</p><p>žderati Schlingen</p><p>rezati Schneiden</p><p>kušati Kosten</p><p>piti Trinken</p><p>jisti Essen</p><p>postiti Fasten</p><p>doručkovati Frühstücken</p><p>ručati, obedovati zu Mittag essen</p><p>večerati zu Nacht essen</p><p>opiti se sich vollsaufen</p><p>nasititi se sich sättigen</p><p>gladovati hungerig seyn</p><p>imati želju jisti i piti Lust haben zu Essen und Trinken</p>"
101,"<p>Od spavanja</p><p>ići spavati schlafen gehen</p><p>spavati, spati Schlafen</p><p>drimati Schläfern</p><p>bditi, stražiti Wachen</p><p>opočivati Ruhen</p><p>Zaspavati, zaspati einschlafen</p><p>sanjati Traumen</p><p>hrkati Schnarchen</p><p>probuditi se Aufwachen</p><p>ustati Aufstehen</p><p>Od oblačenja</p><p>oblačiti se sich Ankleiden</p><p>svlačiti se sich Ausziehen</p><p>cipele oblačiti Schuh anziehen</p>"
102,<p>cipele svlačiti Schuh ausziehen</p><p>česljati se sich Kämmen</p><p>vlase lipo namistiti sich Schmücken</p><p>naputrati se sich Pudern</p><p>vlase nakudrati sich Kräuseln</p><p>metnuti rumenilo na lice sich Schminken</p><p>kapu na glavu metnuti den Hut aufsetzen</p><p>pokriti se sich bedecken</p><p>gombe skopčati die Knöpfe zu machen</p><p>opasati se sich zuschnüren</p><p>Od vlastitosti čovičjih</p><p>smijati se Lachen</p>
103,"<p>plakati Weinen</p><p>uzdisati Seufzen</p><p>kijati Niesen</p><p>puhati Blasen</p><p>zvizgati Pfeifen</p><p>prislušati Zuhören</p><p>mirisati Riechen</p><p>pljuvati Speyen</p><p>usekati se die Nase putzen</p><p>iz nosa krv teći aus der Nase bluten</p><p>iz nosa mu krv teče die Nase blutet ihm</p><p>znojiti se, potiti se Schwitzen</p><p>brisati se, trti se trocknen, abwischen</p><p>drtati Zittern</p><p>oči uprštiti, oštro gledati steif ansehen</p>"
104,"<p>oteći, nabuknuti aufschwellen</p><p>kašljati husten</p><p>unkavicu imati den Schnupfen haben</p><p>gladan biti hungrig seyn</p><p>promotriti betrachten</p><p>štipati Kneipen, Klemmen</p><p>češati Kratzen</p><p>škakljiti Kützeln</p><p>Od ljubavi i mrznosti</p><p>ljubiti srcem Lieben</p><p>milovati Liebkosen</p><p>ašikovati Karessiren</p><p>oprijateljiti se Freundschaft machen</p>"
105,"<p>zagrliti umfassen</p><p>ljubiti ustih küssen</p><p>pozdraviti grüssen</p><p>učiti lehren</p><p>raniti nähren</p><p>popraviti verbessern</p><p>pokarati strafen</p><p>kaštigati züchtigen</p><p>biti peitschen</p><p>faliti loben</p><p>psovati schelten</p><p>dati, dopustiti geben</p><p>potvrditi bejahen</p><p>zatajati verneinen</p><p>braniti beschützen</p><p>pogrditi übel halten</p><p>biti, tući schlagen</p><p>nenaviditi hassen</p><p>odtirati verjagen</p><p>oprostiti verzeihen</p>"
106,<p>prigovarati se disputiren</p><p>karati se zanken</p><p>pritirivati se streiten</p><p>braniti beschützen</p><p>zapustiti verlassen</p><p>blagosivati segnen</p><p>proklinjati verfluchen</p><p>Od zabave</p><p>pivati Singen</p><p>igrati Tanzen</p><p>skakati Springen</p><p>svirati Spielen</p><p>sabljom sići Fechten</p><p>jašiti Reiten</p><p>igrati se na karte auf der Karte spielen</p><p>kockati se mit Würfeln spielen</p>
107,"<p>dobiti gewinnen</p><p>izgubiti verlieren</p><p>mišati mischen</p><p>podignuti abheben</p><p>šaliti se scherzen</p><p>napastovati veriren</p><p>Od likarije</p><p>ličiti, vračiti Heilen, arznen</p><p>zavijati i ličiti verbinden</p><p>krv pustiti Ader lassen</p><p>uzeti likariju Arzeney einnehmen</p><p>zaviti, zamotati binden</p><p>odrezati abschneiden</p><p>ubosti stechen</p><p>izviđati untersuchen</p>"
108,<p>Od kupovanja</p><p>koliko valja was gilt es?</p><p>koliko košta was kostet es?</p><p>ciniti feilschen</p><p>mjeriti messen</p><p>kupovati kaufen</p><p>plaćati bezahlen</p><p>skupo prodati theuer verkaufen</p><p>jeftino prodati wohlfeil verkaufen</p><p>posuditi lehnen</p><p>za drugoga platiti vorstrecken</p><p>uzajmiti leihen</p><p>u zalog dati verpfänden</p><p>dati geben</p><p>privariti betrügen</p><p>Od crkve</p><p>ići k misi In die Messe gehen</p>
109,"<p>pridiku čuti die Predigt hören</p><p>večernju govoriti die Vesper halten</p><p>moliti beten</p><p>ispovidati se beichten</p><p>pričestiti se Communiciren</p><p>pridikovati predigen</p><p>oltar prostrti, nakititi den Altar aufputzen</p><p>u procesionu ići mit der Procession gehen</p><p>svete vode uzeti Weywasser nehmen</p><p>krunicu moliti den Rosenkranz beten</p><p>krstiti taufen</p><p>krizmati firmen</p><p>poslidnju pomast primiti die letzte Oelung empfangen</p>"
110,"<p>umriti sterben</p><p>zvoniti läuten</p><p>pokopati begraben</p><p>zagrnuti zemljom einscharren</p><p>misa die heilige Messe</p><p>misu slušati die Messe hören</p><p>klečati knien</p><p>ustati aufstehen</p><p>stajati stehen</p><p>siditi sitzen</p><p>Od gibanja</p><p>gibati se, micati sich rühren</p><p>hoditi gehen</p><p>doći kommen</p><p>vratiti se zurückkehren</p>"
111,"<p>smirom stajati stillstehen</p><p>putovati marschiren</p><p>trčati laufen</p><p>sliditi folgen</p><p>bižati fliehen</p><p>uteći entlaufen</p><p>otići, odputovati abreisen</p><p>ići unapridak fortgehen</p><p>ići uznatrag zurückweichen</p><p>razmaknuti sich entfernen</p><p>približati se sich nähern</p><p>okrenuti se umwenden</p><p>upasti fallen</p><p>pošiknuti se glitschen</p><p>ubiti se sich schaden thun</p><p>stignuti anlangen</p><p>susristi entgegen gehen</p><p>unići hinein gehen</p><p>izići heraus gehen</p>"
112,"<p>popeti se, uzići steigen</p><p>snilaziti, snići hinunter steigen</p><p>sidnuti sich setzen</p><p>šetati se spazieren gehen</p><p>Od poslovanja</p><p>poslovati arbeiten</p><p>truditi sich bemühen</p><p>doticati se sich berühren</p><p>svezati binden, anknüpfen</p><p>odvezati aufbinden, auflösen, loßmachen</p><p>ukloniti wegnehmen, erleichtern</p><p>uzeti nehmen</p><p>robiti Rauben</p><p>skupljati zusammen lesen</p><p>razdirati zerreißen</p>"
113,"<p>davati geben</p><p>primati empfangen</p><p>držati halten</p><p>razbijati brechen</p><p>izkomadati zerstücken</p><p>sakriti verbergen, verstöcken</p><p>pokriti zu decken</p><p>odkriti auf decken</p><p>zamrljati heslich machen</p><p>očistiti schön machen, säubern</p><p>ribati reiben</p><p>Od pameti i spomene</p><p>spomenuti se sich erinnern</p><p>zaboraviti vergessen</p><p>misliti gedenken</p><p>virovati glauben</p>"
114,"<p>dvojiti zweifeln</p><p>sumnjiti argwohnen</p><p>motriti, paziti in acht nehmen</p><p>čuvati se sich hüten</p><p>poznati erkennen</p><p>želiti wünschen</p><p>ufati se hoffen</p><p>bojati se fürchten</p><p>suditi richten</p><p>privariti se, faliti, smesti se sich irren</p><p>zabluditi sich verwirren</p><p>znati na prste auf dem Finger herzusagen wissen</p><p>Od zanata</p><p>maljati Mahlen</p><p>štampati Bücher drucken</p><p>kipe rezati Bilder ausstechen</p>"
115,"<p>vezti iglom sticken</p><p>srebriti versilbern</p><p>zlatiti vergülden</p><p>knjigu svezati ein Buch binden</p><p>raditi arbeiten</p><p>oštriti schärfen</p><p>izoštriti sehr schärfen</p><p>izbrusiti ausschleiffen</p><p>kopati graben, hacken</p><p>ukopati vergraben, eingraben</p><p>izkopati ausgraben</p><p>okopati umgraben</p><p>prokopati durchgraben</p><p>podkopati untergraben</p><p>rezati schneiden</p><p>izrezati zerschneiden</p><p>odrezati abschneiden</p><p>prorezati durchschneiden</p>"
116,"<p>obrezati umschneiden</p><p>prirezati Mitten entzwey schneiden</p><p>šiti nehen</p><p>sašiti zusammen nehen</p><p>nadšiti annehen, ansetzen</p><p>obšiti umnehen</p><p>ušiti einnehen</p><p>podšiti unten annehen</p><p>oparati auftrennen, zertrennen</p><p>kovati Schmieden</p><p>izkovati ausschmieden</p><p>nakovati daran schmieden</p><p>podkovati beschmieden</p><p>pokovati wieder schmieden</p><p>razkovati durchschmieden</p><p>orati pflügen, ackern</p><p>priorati drugi put zum andernmal pflügen</p>"
117,<p>oborati umpflügen</p><p>proorati durch ackern</p><p>sijati säen</p><p>saditi pflanzen</p><p>nasijati einsäen</p><p>nasaditi einpflanzen</p><p>Riči od svake vrste</p><p>tužiti klagen</p><p>ogorčiti erbittern</p><p>tovariti häuffen</p><p>graditi bauen</p><p>ravnati gleichen</p><p>zaciniti schätzen</p><p>gibati bewegen</p><p>gaziti treten</p><p>dubsti aushöhlen</p><p>zvati beruffen</p><p>vikati schreyen</p><p>ramati hinken</p>
118,"<p>misliti gedenken</p><p>hititi eilen</p><p>mučiti quälen, martern</p><p>briniti se sorgen</p><p>durati dauren, währen</p><p>pokloniti schenken</p><p>terašiti beschweren</p><p>poštovati ehren</p><p>znati wissen</p><p>ne znati nicht wissen</p><p>suditi richten, urtheilen</p><p>faliti loben</p><p>osloboditi erlösen, befreyen</p><p>lajati bellen</p><p>razširiti erweitern</p><p>plakati weinen</p><p>sisati säugen</p><p>ubiti, zaklati schlachten</p><p>obla[k]šati erleichtern</p><p>teći rinnen, fließen</p>"
119,"<p>ukročiti begütigen</p><p>ogovarati murmeln</p><p>kazivati erzehlen</p><p>broditi se schiffen</p><p>plivati schwimmen</p><p>imenovati nennen</p><p>zatajati verleugnen</p><p>zabiližiti merken, bezeichnen</p><p>brojiti zehlen</p><p>navistiti verkündigen</p><p>dovršiti verfertigen</p><p>grišiti sündigen</p><p>čistiti reinigen</p><p>lupati klopfen, stossen</p><p>hrvati se streiten</p><p>drmati, cimati schütteln</p><p>ukore[n]iti se bewurzeln</p><p>moliti bitten</p><p>podnositi dulten, leiden</p>"
120,<p>obdržati erhalten</p><p>posrtati wanken</p><p>kušati versuchen</p><p>misliti meinen</p><p>nadvladati übertreffen</p><p>zvati ruffen</p><p>bižati fliegen</p><p>žderati verschlingen</p><p>ranjen biti verwunden</p><p>svezan biti gebunden</p><p>davati geben</p><p>živiti leben</p><p>obkoliti umgeben</p><p>oprostiti vergeben</p><p>protiviti se hindern</p><p>nastojati dringen</p><p>ostati verharren</p>
121,"<p>DRUGI DIL </p><p>U KOMU SE UZDRŽAJE NAČIN OD PRIGIBANJA <term corresp=""#imenica"">IMENA</term></p><p><term corresp=""#jednina"">Broj jednostruki</term> einfache Zahl</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>ovaj</orth>
  <gramGrp>
  <gram corresp=""#zamjenica"" type=""pos""/>
  <gram corresp=""#Z_pokazna"" type=""pronounType""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#nominativ"" type=""case""/>
  <gram corresp=""#muski"" type=""gender""/>
  </gramGrp>
  </form>, 
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>ova</orth>
  <gramGrp>
  <gram corresp=""#zamjenica"" type=""pos""/>
  <gram corresp=""#Z_pokazna"" type=""pronounType""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#nominativ"" type=""case""/>
  <gram corresp=""#zenski"" type=""gender""/>
  </gramGrp>
  </form>, 
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>ovo</orth>
  <gramGrp>
  <gram corresp=""#zamjenica"" type=""pos""/>
  <gram corresp=""#Z_pokazna"" type=""pronounType""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#nominativ"" type=""case""/>
  <gram corresp=""#srednji"" type=""gender""/>
  </gramGrp>
  </form> der, die, das</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>ovoga</orth>
  <gramGrp>
  <gram corresp=""#zamjenica"" type=""pos""/>
  <gram corresp=""#Z_pokazna"" type=""pronounType""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#genitiv"" type=""case""/>
  <gram corresp=""#muski"" type=""gender""/>
  </gramGrp>
  </form>, 
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>ove</orth>
  <gramGrp>
  <gram corresp=""#zamjenica"" type=""pos""/>
  <gram corresp=""#Z_pokazna"" type=""pronounType""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#genitiv"" type=""case""/>
  <gram corresp=""#zenski"" type=""gender""/>
  </gramGrp>
  </form>, 
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>ovoga</orth>
  <gramGrp>
  <gram corresp=""#zamjenica"" type=""pos""/>
  <gram corresp=""#Z_pokazna"" type=""pronounType""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#genitiv"" type=""case""/>
  <gram corresp=""#srednji"" type=""gender""/>
  </gramGrp>
  </form> des, der, des</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>ovomu</orth>
  <gramGrp>
  <gram corresp=""#zamjenica"" type=""pos""/>
  <gram corresp=""#Z_pokazna"" type=""pronounType""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#dativ"" type=""case""/>
  <gram corresp=""#muski"" type=""gender""/>
  </gramGrp>
  </form>, 
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>ovoj</orth>
  <gramGrp>
  <gram corresp=""#zamjenica"" type=""pos""/>
  <gram corresp=""#Z_pokazna"" type=""pronounType""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#dativ"" type=""case""/>
  <gram corresp=""#zenski"" type=""gender""/>
  </gramGrp>
  </form>, 
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>ovomu</orth>
  <gramGrp>
  <gram corresp=""#zamjenica"" type=""pos""/>
  <gram corresp=""#Z_pokazna"" type=""pronounType""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#dativ"" type=""case""/>
  <gram corresp=""#srednji"" type=""gender""/>
  </gramGrp>
  </form> dem, der, dem</p><p>
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>ovoga</orth>
  <gramGrp>
  <gram corresp=""#zamjenica"" type=""pos""/>
  <gram corresp=""#Z_pokazna"" type=""pronounType""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#akuzativ"" type=""case""/>
  <gram corresp=""#muski"" type=""gender""/>
  </gramGrp>
  </form>, 
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>ovu</orth>
  <gramGrp>
  <gram corresp=""#zamjenica"" type=""pos""/>
  <gram corresp=""#Z_pokazna"" type=""pronounType""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#akuzativ"" type=""case""/>
  <gram corresp=""#zenski"" type=""gender""/>
  </gramGrp>
  </form>, 
  <form type=""inflectedForm"" xml:lang=""hr"">
  <orth>ovoga</orth>
  <gramGrp>
  <gram corresp=""#zamjenica"" type=""pos""/>
  <gram corresp=""#Z_pokazna"" type=""pronounType""/>
  <gram corresp=""#jednina"" type=""number""/>
  <gram corresp=""#akuzativ"" type=""case""/>
  <gram corresp=""#srednji"" type=""gender""/>
  </gramGrp>
  </form> den, die, das</p>"
